Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2013,ALASKA,"COD, PACIFIC",,,,Public,Recreational,,164711,MRIP
2013,ALASKA,"HALIBUT, PACIFIC",,,,Public,Recreational,,172932,MRIP
2013,ALASKA,"SALMON, SOCKEYE",,,,Public,Recreational,,161979,MRIP
2013,CALIFORNIA,"COD, PACIFIC",,,,Confidential,Commercial,Gadus macrocephalus,164711,PACFIN
2013,CALIFORNIA,"HALIBUT, PACIFIC",,,,Confidential,Commercial,Hippoglossus stenolepis,172932,PACFIN
2013,DELAWARE,"LOBSTER, AMERICAN",,,,Confidential,Commercial,Homarus americanus,97314,ACCSP
2013,DELAWARE,MENHADENS **,,,,Confidential,Commercial,Brevoortia ,161731,ACCSP
2013,NEW JERSEY,"CRAB, BLUE",,,,Confidential,Commercial,Callinectes sapidus,98696,ACCSP
2013,NEW JERSEY,"OYSTER, EASTERN",,,,Confidential,Commercial,Crassostrea virginica,79872,ACCSP
2013,OREGON,"POLLOCK, WALLEYE ",,,,Confidential,Commercial,Gadus chalcogrammus,934083,PACFIN
2013,RHODE ISLAND,"CRAB, BLUE",,,,Confidential,Commercial,Callinectes sapidus,98696,ACCSP
2013,WASHINGTON,"OYSTER, EASTERN",,,,Confidential,Commercial,Crassostrea virginica,79872,PACFIN
2013,WASHINGTON,"POLLOCK, WALLEYE ",,,,Confidential,Commercial,Gadus chalcogrammus,934083,PACFIN
2013,WASHINGTON,"SALMON, SOCKEYE",,,,Public,Recreational,,161979,MRIP
2012,OREGON,"COD, PACIFIC",231,0,,Public,Recreational,,164711,MRIP
2012,CONNECTICUT,"CRAB, BLUE",574,0,1163,Public,Commercial,Callinectes sapidus,98696,ACCSP
2012,WASHINGTON,"COD, PACIFIC",721,0,,Public,Recreational,,164711,MRIP
2012,OREGON,"SALMON, SOCKEYE",2866,1,7567,Public,Commercial,Oncorhynchus nerka,161979,PACFIN
2012,VIRGINIA,"LOBSTER, AMERICAN",10823,5,52500,Public,Commercial,Homarus americanus,97314,ACCSP
2012,NEW HAMPSHIRE,"SCALLOP, SEA",12251,6,143120,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2012,MARYLAND,"SCALLOP, SEA",19788,9,202468,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2012,GEORGIA,"OYSTER, EASTERN",24954,11,143069,Public,Commercial,Crassostrea virginica,79872,ACCSP
2012,CONNECTICUT,MENHADENS **,37454,17,9513,Public,Commercial,Brevoortia ,161731,ACCSP
2012,MAINE,"OYSTER, EASTERN",40379,18,1605874,Public,Commercial,Crassostrea virginica,79872,ACCSP
2012,NORTH CAROLINA,"SCALLOP, SEA",58882,27,567034,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2012,DELAWARE,"OYSTER, EASTERN",59948,27,345439,Public,Commercial,Crassostrea virginica,79872,ACCSP
2012,MARYLAND,"LOBSTER, AMERICAN",65579,30,280424,Public,Commercial,Homarus americanus,97314,ACCSP
2012,FLORIDA-EAST,"OYSTER, EASTERN",76512,35,288398,Public,Commercial,Crassostrea virginica,79872,ACCSP
2012,RHODE ISLAND,MENHADENS **,106606,48,18300,Public,Commercial,Brevoortia ,161731,ACCSP
2012,NEW YORK,"OYSTER, EASTERN",108188,49,2226995,Public,Commercial,Crassostrea virginica,79872,ACCSP
2012,RHODE ISLAND,"OYSTER, EASTERN",121880,55,2883257,Public,Commercial,Crassostrea virginica,79872,ACCSP
2012,NEW YORK,"CRAB, BLUE",123136,56,243676,Public,Commercial,Callinectes sapidus,98696,ACCSP
2012,OREGON,"HALIBUT, PACIFIC",197313,90,964530,Public,Commercial,Hippoglossus stenolepis,172932,PACFIN
2012,NEW YORK,MENHADENS **,218695,99,22651,Public,Commercial,Brevoortia ,161731,ACCSP
2012,CONNECTICUT,"LOBSTER, AMERICAN",247857,112,1056753,Public,Commercial,Homarus americanus,97314,ACCSP
2012,NORTH CAROLINA,"OYSTER, EASTERN",259761,118,2906137,Public,Commercial,Crassostrea virginica,79872,ACCSP
2012,ALABAMA,"OYSTER, EASTERN",265062,120,1254734,Public,Commercial,Crassostrea virginica,79872,GULFFIN
2012,MASSACHUSETTS,"OYSTER, EASTERN",307995,140,12071615,Public,Commercial,Crassostrea virginica,79872,ACCSP
2012,SOUTH CAROLINA,"OYSTER, EASTERN",361059,164,2152615,Public,Commercial,Crassostrea virginica,79872,ACCSP
2012,MAINE,"SCALLOP, SEA",362316,164,3946880,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2012,FLORIDA-WEST,"SHRIMP, NORTHERN WHITE",403383,183,1070693,Public,Commercial,Litopenaeus setiferus,551680,ACCSP
2012,GEORGIA,"SHRIMP, NORTHERN BROWN",413771,188,721462,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSP
2012,MISSISSIPPI,"OYSTER, EASTERN",425496,193,1595610,Public,Commercial,Crassostrea virginica,79872,GULFFIN
2012,NEW YORK,"SCALLOP, SEA",429877,195,4082955,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2012,SOUTH CAROLINA,"SHRIMP, NORTHERN BROWN",441174,200,705409,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSP
2012,ALABAMA,MENHADENS **,521175,236,83737,Public,Commercial,Brevoortia ,161731,GULFFIN
2012,NORTH CAROLINA,MENHADENS **,538792,244,82363,Public,Commercial,Brevoortia ,161731,ACCSP
2012,WASHINGTON,"COD, PACIFIC",539030,245,277926,Public,Commercial,Gadus macrocephalus,164711,PACFIN
2012,NEW YORK,"LOBSTER, AMERICAN",550441,250,999050,Public,Commercial,Homarus americanus,97314,ACCSP
2012,MARYLAND,"OYSTER, EASTERN",612984,278,5667150,Public,Commercial,Crassostrea virginica,79872,ACCSP
2012,WASHINGTON,"HALIBUT, PACIFIC",614648,279,2665220,Public,Commercial,Hippoglossus stenolepis,172932,PACFIN
2012,MISSISSIPPI,"CRAB, BLUE",782114,355,723685,Public,Commercial,Callinectes sapidus,98696,GULFFIN
2012,OREGON,"COD, PACIFIC",863991,392,515873,Public,Commercial,Gadus macrocephalus,164711,PACFIN
2012,FLORIDA-EAST,"SHRIMP, NORTHERN BROWN",908997,412,1621063,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSP
2012,NEW JERSEY,"LOBSTER, AMERICAN",919351,417,3937751,Public,Commercial,Homarus americanus,97314,ACCSP
2012,WASHINGTON,"SALMON, SOCKEYE",921972,418,1590435,Public,Commercial,Oncorhynchus nerka,161979,PACFIN
2012,RHODE ISLAND,"SCALLOP, SEA",944263,428,9190809,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2012,FLORIDA-WEST,"SHRIMP, NORTHERN BROWN",996216,452,2311319,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSP
2012,CONNECTICUT,"SCALLOP, SEA",1231244,558,12005051,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2012,ALABAMA,"CRAB, BLUE",1325257,601,1044318,Public,Commercial,Callinectes sapidus,98696,GULFFIN
2012,MASSACHUSETTS,MENHADENS **,1629204,739,189485,Public,Commercial,Brevoortia ,161731,ACCSP
2012,NORTH CAROLINA,"SHRIMP, NORTHERN WHITE",1751039,794,3912886,Public,Commercial,Litopenaeus setiferus,551680,ACCSP
2012,VIRGINIA,"OYSTER, EASTERN",1951367,885,11949279,Public,Commercial,Crassostrea virginica,79872,ACCSP
2012,ALASKA,"CRAB, DUNGENESS",2566050,1164,6435996,Public,Commercial,Cancer magister,98675,AKFIN
2012,RHODE ISLAND,"LOBSTER, AMERICAN",2706384,1228,12118573,Public,Commercial,Homarus americanus,97314,ACCSP
2012,TEXAS,"CRAB, BLUE",2853533,1294,2878078,Public,Commercial,Callinectes sapidus,98696,GULFFIN
2012,SOUTH CAROLINA,"SHRIMP, NORTHERN WHITE",2992208,1357,7983278,Public,Commercial,Litopenaeus setiferus,551680,ACCSP
2012,FLORIDA-WEST,"OYSTER, EASTERN",3367715,1528,9886529,Public,Commercial,Crassostrea virginica,79872,ACCSP
2012,GEORGIA,"SHRIMP, NORTHERN WHITE",3508795,1592,9782156,Public,Commercial,Litopenaeus setiferus,551680,ACCSP
2012,NORTH CAROLINA,"SHRIMP, NORTHERN BROWN",3599108,1633,7682625,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSP
2012,FLORIDA-EAST,"CRAB, BLUE",3768642,1709,5171620,Public,Commercial,Callinectes sapidus,98696,ACCSP
2012,MISSISSIPPI,"SHRIMP, NORTHERN WHITE",3808135,1727,8006525,Public,Commercial,Litopenaeus setiferus,551680,GULFFIN
2012,ALABAMA,"SHRIMP, NORTHERN WHITE",4003474,1816,10350290,Public,Commercial,Litopenaeus setiferus,551680,GULFFIN
2012,NEW HAMPSHIRE,"LOBSTER, AMERICAN",4229227,1918,17169373,Public,Commercial,Homarus americanus,97314,ACCSP
2012,GEORGIA,"CRAB, BLUE",4265341,1935,4267401,Public,Commercial,Callinectes sapidus,98696,ACCSP
2012,FLORIDA-WEST,"CRAB, BLUE",4463557,2025,5490691,Public,Commercial,Callinectes sapidus,98696,ACCSP
2012,DELAWARE,"CRAB, BLUE",4570508,2073,6663950,Public,Commercial,Callinectes sapidus,98696,ACCSP
2012,VIRGINIA,"SCALLOP, SEA",5798490,2630,54076122,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2012,TEXAS,"OYSTER, EASTERN",5818388,2639,21306386,Public,Commercial,Crassostrea virginica,79872,GULFFIN
2012,SOUTH CAROLINA,"CRAB, BLUE",5900059,2676,5799870,Public,Commercial,Callinectes sapidus,98696,ACCSP
2012,FLORIDA-EAST,"SHRIMP, NORTHERN WHITE",6110385,2772,16220996,Public,Commercial,Litopenaeus setiferus,551680,ACCSP
2012,NEW JERSEY,"CRAB, BLUE",7395783,3355,10009307,Public,Commercial,Callinectes sapidus,98696,ACCSP
2012,OREGON,"CRAB, DUNGENESS",8691273,3942,29172280,Public,Commercial,Cancer magister,98675,PACFIN
2012,MISSISSIPPI,"SHRIMP, NORTHERN BROWN",9197616,4172,15758542,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFIN
2012,LOUISIANA,"OYSTER, EASTERN",11323537,5136,41981238,Public,Commercial,Crassostrea virginica,79872,GULFFIN
2012,NEW JERSEY,"SCALLOP, SEA",11378796,5161,110559554,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2012,ALABAMA,"SHRIMP, NORTHERN BROWN",12864080,5835,25504974,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFIN
2012,MASSACHUSETTS,"LOBSTER, AMERICAN",14486428,6571,53359861,Public,Commercial,Homarus americanus,97314,ACCSP
2012,MARYLAND,MENHADENS **,16371030,7426,1667547,Public,Commercial,Brevoortia ,161731,ACCSP
2012,WASHINGTON,"CRAB, DUNGENESS",17040610,7730,60598794,Public,Commercial,Cancer magister,98675,PACFIN
2012,TEXAS,"SHRIMP, NORTHERN WHITE",24097487,10931,58427684,Public,Commercial,Litopenaeus setiferus,551680,GULFFIN
2012,CALIFORNIA,"CRAB, DUNGENESS",25799125,11702,85629040,Public,Commercial,Cancer magister,98675,PACFIN
2012,NORTH CAROLINA,"CRAB, BLUE",26785669,12150,22776651,Public,Commercial,Callinectes sapidus,98696,ACCSP
2012,LOUISIANA,"SHRIMP, NORTHERN BROWN",28496354,12926,32994744,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFIN
2012,ALASKA,"HALIBUT, PACIFIC",32421704,14706,144800693,Public,Commercial,Hippoglossus stenolepis,172932,AKFIN
2012,VIRGINIA,"CRAB, BLUE",33143498,15034,24561327,Public,Commercial,Callinectes sapidus,98696,ACCSP
2012,MASSACHUSETTS,"SCALLOP, SEA",36721909,16657,364901823,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2012,MARYLAND,"CRAB, BLUE",43707103,19825,60392322,Public,Commercial,Callinectes sapidus,98696,ACCSP
2012,LOUISIANA,"CRAB, BLUE",44322807,20105,42401516,Public,Commercial,Callinectes sapidus,98696,GULFFIN
2012,TEXAS,"SHRIMP, NORTHERN BROWN",51956873,23567,108564924,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFIN
2012,LOUISIANA,"SHRIMP, NORTHERN WHITE",70450027,31956,111586319,Public,Commercial,Litopenaeus setiferus,551680,GULFFIN
2012,MAINE,"LOBSTER, AMERICAN",127464536,57818,342529903,Public,Commercial,Homarus americanus,97314,ACCSP
2012,ALASKA,"SALMON, SOCKEYE",212673686,96468,274808868,Public,Commercial,Oncorhynchus nerka,161979,AKFIN
2012,MISSISSIPPI,MENHADENS **,248845737,112876,22394134,Public,Commercial,Brevoortia ,161731,EXCEPTIONS
2012,VIRGINIA,MENHADENS **,390317699,177047,31106848,Public,Commercial,Brevoortia ,161731,ACCSP
2012,ALASKA,"COD, PACIFIC",716899276,325183,171206230,Public,Commercial,Gadus macrocephalus,164711,AKFIN
2012,LOUISIANA,MENHADENS **,1026240050,465499,64860507,Public,Commercial,Brevoortia ,161731,EXCEPTIONS
2012,ALASKA,"POLLOCK, WALLEYE ",2872185623,1302815,453171144,Public,Commercial,Gadus chalcogrammus,934083,AKFIN
2012,ALASKA,"COD, PACIFIC",,,,Public,Recreational,,164711,MRIP
2012,ALASKA,"HALIBUT, PACIFIC",,,,Public,Recreational,,172932,MRIP
2012,ALASKA,"SALMON, SOCKEYE",,,,Public,Recreational,,161979,MRIP
2012,CALIFORNIA,"HALIBUT, PACIFIC",,,,Confidential,Commercial,Hippoglossus stenolepis,172932,PACFIN
2012,DELAWARE,"LOBSTER, AMERICAN",,,,Confidential,Commercial,Homarus americanus,97314,ACCSP
2012,DELAWARE,MENHADENS **,,,,Confidential,Commercial,Brevoortia ,161731,ACCSP
2012,OREGON,"POLLOCK, WALLEYE ",,,,Confidential,Commercial,Gadus chalcogrammus,934083,PACFIN
2012,RHODE ISLAND,"CRAB, BLUE",,,,Confidential,Commercial,Callinectes sapidus,98696,ACCSP
2012,WASHINGTON,"OYSTER, EASTERN",,,,Confidential,Commercial,Crassostrea virginica,79872,PACFIN
2012,WASHINGTON,"POLLOCK, WALLEYE ",,,,Confidential,Commercial,Gadus chalcogrammus,934083,PACFIN
2011,OREGON,"COD, PACIFIC",68,0,,Public,Recreational,,164711,MRIP
2011,CONNECTICUT,"CRAB, BLUE",230,0,432,Public,Commercial,Callinectes sapidus,98696,ACCSP
2011,NEW HAMPSHIRE,"SCALLOP, SEA",2552,1,26421,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2011,OREGON,"SALMON, SOCKEYE",2646,1,5787,Public,Commercial,Oncorhynchus nerka,161979,PACFIN
2011,WASHINGTON,"COD, PACIFIC",3067,1,,Public,Recreational,,164711,MRIP
2011,DELAWARE,"LOBSTER, AMERICAN",8879,4,23458,Public,Commercial,Homarus americanus,97314,ACCSP
2011,VIRGINIA,"LOBSTER, AMERICAN",12879,6,62524,Public,Commercial,Homarus americanus,97314,ACCSP
2011,GEORGIA,"OYSTER, EASTERN",25776,12,131134,Public,Commercial,Crassostrea virginica,79872,ACCSP
2011,CONNECTICUT,MENHADENS **,26929,12,7305,Public,Commercial,Brevoortia ,161731,ACCSP
2011,MAINE,"OYSTER, EASTERN",34692,16,1237722,Public,Commercial,Crassostrea virginica,79872,ACCSP
2011,MARYLAND,"LOBSTER, AMERICAN",41057,19,190751,Public,Commercial,Homarus americanus,97314,ACCSP
2011,MARYLAND,"SCALLOP, SEA",57787,26,551569,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2011,DELAWARE,"OYSTER, EASTERN",62349,28,346900,Public,Commercial,Crassostrea virginica,79872,ACCSP
2011,RHODE ISLAND,"OYSTER, EASTERN",65746,30,2453712,Public,Commercial,Crassostrea virginica,79872,ACCSP
2011,FLORIDA-EAST,"OYSTER, EASTERN",69511,32,257658,Public,Commercial,Crassostrea virginica,79872,ACCSP
2011,RHODE ISLAND,MENHADENS **,83899,38,14214,Public,Commercial,Brevoortia ,161731,ACCSP
2011,MASSACHUSETTS,MENHADENS **,86641,39,87977,Public,Commercial,Brevoortia ,161731,ACCSP
2011,NORTH CAROLINA,"SCALLOP, SEA",91077,41,883447,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2011,NEW YORK,"OYSTER, EASTERN",97781,44,2173601,Public,Commercial,Crassostrea virginica,79872,ACCSP
2011,CONNECTICUT,"LOBSTER, AMERICAN",198928,90,942905,Public,Commercial,Homarus americanus,97314,ACCSP
2011,NEW YORK,MENHADENS **,201405,91,32962,Public,Commercial,Brevoortia ,161731,ACCSP
2011,OREGON,"HALIBUT, PACIFIC",216935,98,1140824,Public,Commercial,Hippoglossus stenolepis,172932,PACFIN
2011,MASSACHUSETTS,"OYSTER, EASTERN",227059,103,9080091,Public,Commercial,Crassostrea virginica,79872,ACCSP
2011,MAINE,"SCALLOP, SEA",235214,107,2282793,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2011,MISSISSIPPI,"OYSTER, EASTERN",247384,112,927690,Public,Commercial,Crassostrea virginica,79872,GULFFIN
2011,ALABAMA,"OYSTER, EASTERN",295989,134,1321602,Public,Commercial,Crassostrea virginica,79872,GULFFIN
2011,SOUTH CAROLINA,"OYSTER, EASTERN",337266,153,1974535,Public,Commercial,Crassostrea virginica,79872,ACCSP
2011,NEW YORK,"LOBSTER, AMERICAN",344232,156,1397583,Public,Commercial,Homarus americanus,97314,ACCSP
2011,MARYLAND,"OYSTER, EASTERN",355773,161,3688807,Public,Commercial,Crassostrea virginica,79872,ACCSP
2011,ALABAMA,MENHADENS **,363859,165,58464,Public,Commercial,Brevoortia ,161731,GULFFIN
2011,MISSISSIPPI,"CRAB, BLUE",370195,168,320735,Public,Commercial,Callinectes sapidus,98696,GULFFIN
2011,FLORIDA-WEST,"SHRIMP, NORTHERN WHITE",391058,177,1059420,Public,Commercial,Litopenaeus setiferus,551680,ACCSP
2011,NORTH CAROLINA,"OYSTER, EASTERN",475469,216,4487168,Public,Commercial,Crassostrea virginica,79872,ACCSP
2011,NEW YORK,"CRAB, BLUE",493446,224,789514,Public,Commercial,Callinectes sapidus,98696,ACCSP
2011,NEW YORK,"SCALLOP, SEA",522346,237,4960136,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2011,WASHINGTON,"HALIBUT, PACIFIC",527125,239,2333112,Public,Commercial,Hippoglossus stenolepis,172932,PACFIN
2011,OREGON,"COD, PACIFIC",555564,252,309727,Public,Commercial,Gadus macrocephalus,164711,PACFIN
2011,RHODE ISLAND,"SCALLOP, SEA",690412,313,6833783,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2011,NORTH CAROLINA,"SHRIMP, NORTHERN WHITE",696200,316,1887363,Public,Commercial,Litopenaeus setiferus,551680,ACCSP
2011,NEW JERSEY,"LOBSTER, AMERICAN",698205,317,3089325,Public,Commercial,Homarus americanus,97314,ACCSP
2011,SOUTH CAROLINA,"SHRIMP, NORTHERN BROWN",742995,337,1433444,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSP
2011,WASHINGTON,"COD, PACIFIC",778231,353,392991,Public,Commercial,Gadus macrocephalus,164711,PACFIN
2011,GEORGIA,"SHRIMP, NORTHERN BROWN",803470,364,1714761,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSP
2011,FLORIDA-WEST,"SHRIMP, NORTHERN BROWN",1067814,484,2323934,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSP
2011,CONNECTICUT,"SCALLOP, SEA",1318225,598,13007332,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2011,VIRGINIA,"OYSTER, EASTERN",1514889,687,6832052,Public,Commercial,Crassostrea virginica,79872,ACCSP
2011,ALABAMA,"CRAB, BLUE",1617351,734,1128149,Public,Commercial,Callinectes sapidus,98696,GULFFIN
2011,WASHINGTON,"SALMON, SOCKEYE",1808229,820,3049491,Public,Commercial,Oncorhynchus nerka,161979,PACFIN
2011,FLORIDA-EAST,"SHRIMP, NORTHERN BROWN",1874127,850,3800014,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSP
2011,SOUTH CAROLINA,"SHRIMP, NORTHERN WHITE",2170663,985,5569551,Public,Commercial,Litopenaeus setiferus,551680,ACCSP
2011,RHODE ISLAND,"LOBSTER, AMERICAN",2754067,1249,12765192,Public,Commercial,Homarus americanus,97314,ACCSP
2011,TEXAS,"CRAB, BLUE",2886204,1309,2838310,Public,Commercial,Callinectes sapidus,98696,GULFFIN
2011,MISSISSIPPI,"SHRIMP, NORTHERN WHITE",3027277,1373,8710619,Public,Commercial,Litopenaeus setiferus,551680,GULFFIN
2011,FLORIDA-WEST,"OYSTER, EASTERN",3167121,1437,8776005,Public,Commercial,Crassostrea virginica,79872,ACCSP
2011,GEORGIA,"CRAB, BLUE",3427161,1555,3345488,Public,Commercial,Callinectes sapidus,98696,ACCSP
2011,ALASKA,"CRAB, DUNGENESS",3444375,1562,7796776,Public,Commercial,Cancer magister,98675,AKFIN
2011,DELAWARE,"CRAB, BLUE",3501969,1588,4819106,Public,Commercial,Callinectes sapidus,98696,ACCSP
2011,GEORGIA,"SHRIMP, NORTHERN WHITE",3523581,1598,9304057,Public,Commercial,Litopenaeus setiferus,551680,ACCSP
2011,NORTH CAROLINA,MENHADENS **,3530003,1601,328746,Public,Commercial,Brevoortia ,161731,ACCSP
2011,FLORIDA-EAST,"CRAB, BLUE",3663124,1662,4698555,Public,Commercial,Callinectes sapidus,98696,ACCSP
2011,NEW HAMPSHIRE,"LOBSTER, AMERICAN",3919195,1778,16343427,Public,Commercial,Homarus americanus,97314,ACCSP
2011,NORTH CAROLINA,"SHRIMP, NORTHERN BROWN",4337643,1968,8685052,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSP
2011,TEXAS,"OYSTER, EASTERN",4342438,1970,12796109,Public,Commercial,Crassostrea virginica,79872,GULFFIN
2011,SOUTH CAROLINA,"CRAB, BLUE",5438902,2467,5083542,Public,Commercial,Callinectes sapidus,98696,ACCSP
2011,FLORIDA-EAST,"SHRIMP, NORTHERN WHITE",6094158,2764,15954405,Public,Commercial,Litopenaeus setiferus,551680,ACCSP
2011,FLORIDA-WEST,"CRAB, BLUE",6925161,3141,7830328,Public,Commercial,Callinectes sapidus,98696,ACCSP
2011,ALABAMA,"SHRIMP, NORTHERN WHITE",6971180,3162,21217347,Public,Commercial,Litopenaeus setiferus,551680,GULFFIN
2011,MISSISSIPPI,"SHRIMP, NORTHERN BROWN",7017605,3183,9804205,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFIN
2011,MARYLAND,MENHADENS **,7981573,3620,681905,Public,Commercial,Brevoortia ,161731,ACCSP
2011,VIRGINIA,"SCALLOP, SEA",8260487,3747,79427167,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2011,NEW JERSEY,"CRAB, BLUE",9610994,4360,9089634,Public,Commercial,Callinectes sapidus,98696,ACCSP
2011,ALABAMA,"SHRIMP, NORTHERN BROWN",10504451,4765,19685015,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFIN
2011,LOUISIANA,"OYSTER, EASTERN",11038957,5007,41086444,Public,Commercial,Crassostrea virginica,79872,GULFFIN
2011,MASSACHUSETTS,"LOBSTER, AMERICAN",13385902,6072,53366813,Public,Commercial,Homarus americanus,97314,ACCSP
2011,NEW JERSEY,"SCALLOP, SEA",14545343,6598,142510456,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2011,OREGON,"CRAB, DUNGENESS",17260411,7829,44689979,Public,Commercial,Cancer magister,98675,PACFIN
2011,CALIFORNIA,"CRAB, DUNGENESS",20653762,9368,51645126,Public,Commercial,Cancer magister,98675,PACFIN
2011,TEXAS,"SHRIMP, NORTHERN WHITE",27061256,12275,73972952,Public,Commercial,Litopenaeus setiferus,551680,GULFFIN
2011,WASHINGTON,"CRAB, DUNGENESS",27264095,12367,83990894,Public,Commercial,Cancer magister,98675,PACFIN
2011,NORTH CAROLINA,"CRAB, BLUE",30035392,13624,21294979,Public,Commercial,Callinectes sapidus,98696,ACCSP
2011,MASSACHUSETTS,"SCALLOP, SEA",33092619,15011,330953929,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2011,LOUISIANA,"SHRIMP, NORTHERN BROWN",38154129,17307,33690823,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFIN
2011,VIRGINIA,"CRAB, BLUE",39656372,17988,26274010,Public,Commercial,Callinectes sapidus,98696,ACCSP
2011,ALASKA,"HALIBUT, PACIFIC",41290519,18729,205210775,Public,Commercial,Hippoglossus stenolepis,172932,AKFIN
2011,LOUISIANA,"CRAB, BLUE",43890680,19909,36827469,Public,Commercial,Callinectes sapidus,98696,GULFFIN
2011,MARYLAND,"CRAB, BLUE",51099015,23178,60257362,Public,Commercial,Callinectes sapidus,98696,ACCSP
2011,LOUISIANA,"SHRIMP, NORTHERN WHITE",52082166,23624,97554575,Public,Commercial,Litopenaeus setiferus,551680,GULFFIN
2011,TEXAS,"SHRIMP, NORTHERN BROWN",57351858,26015,123179737,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFIN
2011,MAINE,"LOBSTER, AMERICAN",104957939,47609,334704831,Public,Commercial,Homarus americanus,97314,ACCSP
2011,ALASKA,"SALMON, SOCKEYE",247829927,112415,324522959,Public,Commercial,Oncorhynchus nerka,161979,AKFIN
2011,MISSISSIPPI,MENHADENS **,266756366,121000,9870788,Public,Commercial,Brevoortia ,161731,EXCEPTIONS
2011,VIRGINIA,MENHADENS **,414158627,187861,32995188,Public,Commercial,Brevoortia ,161731,ACCSP
2011,ALASKA,"COD, PACIFIC",663188251,300820,163440122,Public,Commercial,Gadus macrocephalus,164711,AKFIN
2011,LOUISIANA,MENHADENS **,1106930772,502101,93546503,Public,Commercial,Brevoortia ,161731,EXCEPTIONS
2011,ALASKA,"POLLOCK, WALLEYE ",2810776894,1274960,401920520,Public,Commercial,Gadus chalcogrammus,934083,AKFIN
2011,ALASKA,"COD, PACIFIC",,,,Public,Recreational,,164711,MRIP
2011,ALASKA,"HALIBUT, PACIFIC",,,,Public,Recreational,,172932,MRIP
2011,ALASKA,"SALMON, SOCKEYE",,,,Public,Recreational,,161979,MRIP
2011,CALIFORNIA,"HALIBUT, PACIFIC",,,,Confidential,Commercial,Hippoglossus stenolepis,172932,PACFIN
2011,DELAWARE,MENHADENS **,,,,Confidential,Commercial,Brevoortia ,161731,ACCSP
2011,DELAWARE,"SCALLOP, SEA",,,,Confidential,Commercial,Placopecten magellanicus,79718,ACCSP
2011,MAINE,MENHADENS **,,,,Confidential,Commercial,Brevoortia ,161731,ACCSP
2011,MASSACHUSETTS,"CRAB, BLUE",,,,Confidential,Commercial,Callinectes sapidus,98696,ACCSP
2011,RHODE ISLAND,"CRAB, BLUE",,,,Confidential,Commercial,Callinectes sapidus,98696,ACCSP
2011,WASHINGTON,"OYSTER, EASTERN",,,,Confidential,Commercial,Crassostrea virginica,79872,PACFIN
2011,WASHINGTON,"POLLOCK, WALLEYE ",,,,Confidential,Commercial,Gadus chalcogrammus,934083,PACFIN
2011,WASHINGTON,"SALMON, SOCKEYE",,,,Public,Recreational,,161979,MRIP
2010,OREGON,"COD, PACIFIC",68,0,,Public,Recreational,,164711,MRIP
2010,WASHINGTON,"COD, PACIFIC",357,0,,Public,Recreational,,164711,MRIP
2010,NEW HAMPSHIRE,"SCALLOP, SEA",361,0,3180,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2010,OREGON,"POLLOCK, WALLEYE ",1323,1,,Public,Commercial,Gadus chalcogrammus,934083,PACFIN
2010,CONNECTICUT,"CRAB, BLUE",1367,1,3005,Public,Commercial,Callinectes sapidus,98696,ACCSP
2010,WASHINGTON,"POLLOCK, WALLEYE ",2866,1,363,Public,Commercial,Gadus chalcogrammus,934083,PACFIN
